incident_number,ucr_category,type_of_firearm,firearm_manufacturer,firearm_model,firearm_caliber,recovery_date,address_geocode_type,recovery_block_address,city,state,recovery_zipcode,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,address_concat,x,y,longitude,latitude,confidence,source
80-13-097368,Robbery,"Pistol, Semi-automatic                                 ",Hipoint,Cf380,380C,2013-12-21 00:00:00+00,INTERSECTION,4908 Darnton Ln / Rear Rr Tracks,Louisville,KY,40216,Black,M,22,4908 Darnton Ln / Rear Rr Tracks Louisville KY 40216,,,,,,
80-13-006871,Burglary,"Rifle, Percussion                                      ",Thompson Center Arms Co.,,50C,2013-01-29 00:00:00+00,INTERSECTION,7th / Noble,Louisville,KY,40210,Black,M,18,7th / Noble Louisville KY 40210,,,,,,
80-16-109281,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2016-12-23 00:00:00+00,INTERSECTION,7th Street Rd / Arcade Ave,Louisville,KY,40215,Black,M,22,7th Street Rd / Arcade Ave Louisville KY 40215,,,,,,
80-10-070430,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,C,9MM,2010-09-08 00:00:00+00,INTERSECTION,7th Street Rd / Arcade Ave,Shv,KY,,Black,M,41,7th Street Rd / Arcade Ave Shv KY ,,,,,,
80-12-101184,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Jh-45,4570,2012-12-21 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,43,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-12-014606,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Tanfoglio Giuseppe,,32C,2012-02-24 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,26,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-14-053532,Narcotics,"Pistol, Revolver                                       ",Rossi - Amadeo Rossi & Co,,32C,2014-07-19 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,22,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-10-088049,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Davis Industrie,,380C,2010-11-05 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,18,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-14-000516,Narcotics,"Pistol, Revolver                                       ",Rossi - Amadeo Rossi & Co,,38C,2014-01-02 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,18,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-14-000516,Narcotics,"Pistol, Revolver                                       ",Rossi - Amadeo Rossi & Co,,38C,2014-01-02 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,18,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-14-000516,Narcotics,"Pistol, Revolver                                       ",Rossi - Amadeo Rossi & Co,,38C,2014-01-02 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,18,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-15-068987,Stolen Property,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,40C,2015-08-30 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,20,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-15-073934,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus,Model Pt140,40C,2015-09-16 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,18,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-15-078319,Narcotics Equip,"Pistol, Semi-automatic                                 ",Smith & Wesson,Sd40ve,40C,2015-09-30 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,21,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-12-084900,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt940,40C,2012-10-25 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,39,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-14-039934,Wpns Law Violation,"Pistol, Revolver                                       ",Taurus International,,410G,2014-06-02 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,White,M,34,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-15-090130,Aggravated Assault,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt945,45C,2015-11-05 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,27,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-16-071123,Wpns Law Violation,"Pistol, Semi-automatic                                 ",J. P. Sauer & Sons,,765M,2016-08-20 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,White,M,30,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-14-031695,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2014-05-04 00:00:00+00,INTERSECTION,S 28thst / W Broadway,Louisville,KY,,Null,M,20,S 28thst / W Broadway Louisville KY ,,,,,,
80-15-075260,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: 639,9MM,2015-09-20 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,White,F,28,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-15-082756,Theft Other,"Pistol, Semi-automatic                                 ",Beretta (industria S.A.),,9MM,2015-10-14 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,18,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-13-094993,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 26 (9mm),9MM,2013-12-12 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,26,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-13-094993,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 26 (9mm),9MM,2013-12-12 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,26,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-15-068984,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Sardius Industries, Ltd                                ",,9MM,2015-08-30 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,18,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-16-041650,Narcotics,"Pistol, Semi-automatic                                 ",Century Arms International,Tp9,9MM,2016-05-17 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,F,22,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-15-068983,Narcotics,"Pistol, Semi-automatic                                 ",,,9MM,2015-08-30 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,19,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-16-060734,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2016-07-18 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,26,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-16-028851,Wpns Law Violation,Null,,Core 15,,2016-04-07 00:00:00+00,INTERSECTION,7th Street Rd / Berry Blvd,Louisville,KY,40216,Black,M,27,7th Street Rd / Berry Blvd Louisville KY 40216,,,,,,
80-16-012678,Narcotics,"Pistol, Revolver                                       ",Taurus International,,357C,2016-02-11 00:00:00+00,INTERSECTION,7th Street Rd / Central Ave,Shively,KY,40208,White,M,21,7th Street Rd / Central Ave Shively KY 40208,,,,,,
80-15-014230,Wpns Law Violation,Null,,Canik55,,2015-02-25 00:00:00+00,INTERSECTION,S 11th St / Magazine St,Louisville,KY,40203,Null,NULL,NULL,S 11th St / Magazine St Louisville KY 40203,1204015.5,276320.25,-85.76968709,38.24889892,,LOJIC
80-15-010878,Narcotics,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",Pf-9,9MM,2015-02-11 00:00:00+00,INTERSECTION,7th Street Rd / Central Ave,Shively,KY,,Black,M,27,7th Street Rd / Central Ave Shively KY ,,,,,,
80-11-071686,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jimenez Arms,,9MM,2011-09-07 00:00:00+00,INTERSECTION,7th Street Rd / Central Ave,Shively,KY,,White,M,33,7th Street Rd / Central Ave Shively KY ,,,,,,
80-14-035277,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,Thunder 830,380C,2014-05-17 00:00:00+00,INTERSECTION,7th Street Rd / Larchmont Ave,Louisville,KY,,Black,M,19,7th Street Rd / Larchmont Ave Louisville KY ,,,,,,
80-16-002787,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,380C,2016-01-08 00:00:00+00,INTERSECTION,7th Street Rd / Larchmont Ave,Louisville,KY,40208,Black,M,30,7th Street Rd / Larchmont Ave Louisville KY 40208,,,,,,
80-16-002787,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,380C,2016-01-08 00:00:00+00,INTERSECTION,7th Street Rd / Larchmont Ave,Louisville,KY,40208,Black,M,30,7th Street Rd / Larchmont Ave Louisville KY 40208,,,,,,
80-16-099807,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,9MM,2016-11-21 00:00:00+00,INTERSECTION,7th Street Rd / Lillian Ave,Louisville,KY,40208,White,M,26,7th Street Rd / Lillian Ave Louisville KY 40208,,,,,,
80-16-099807,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,9MM,2016-11-21 00:00:00+00,INTERSECTION,7th Street Rd / Lillian Ave,Louisville,KY,40208,White,M,26,7th Street Rd / Lillian Ave Louisville KY 40208,,,,,,
80-12-002489,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Beretta (p. Or,,9MM,2012-01-09 00:00:00+00,INTERSECTION,7th Street Rd / Oleanda Ave,Louisville,KY,,White,M,58,7th Street Rd / Oleanda Ave Louisville KY ,,,,,,
80-16-023800,Narcotics,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 17/17c (9,9MM,2016-03-21 00:00:00+00,INTERSECTION,7th Street Rd / Phyllis Ave,Shively,KY,40215,Black,M,19,7th Street Rd / Phyllis Ave Shively KY 40215,,,,,,
80-16-023800,Narcotics,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 17/17c (9,9MM,2016-03-21 00:00:00+00,INTERSECTION,7th Street Rd / Phyllis Ave,Shively,KY,40215,Black,M,19,7th Street Rd / Phyllis Ave Shively KY 40215,,,,,,
80-17-013773,Wpns Law Violation,"Rifle, Semi-automatic                                  ",O. F. Mossberg & Sons,Blaze 47,22C,2017-02-17 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,40215,Black,M,19,7th Street Rd / Wathen Ln Shively KY 40215,1199455.25,263272.25,-85.78480732,38.21286626,,LOJIC
80-17-013773,Wpns Law Violation,"Rifle, Semi-automatic                                  ",O. F. Mossberg & Sons,Blaze 47,22C,2017-02-17 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,40215,Black,M,19,7th Street Rd / Wathen Ln Shively KY 40215,1199455.25,263272.25,-85.78480732,38.21286626,,LOJIC
80-15-002433,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,Revoler: Model,357C,2015-01-11 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,,Black,M,24,7th Street Rd / Wathen Ln Shively KY ,1199455.25,263272.25,-85.78480732,38.21286626,,LOJIC
80-15-002433,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,Revoler: Model,357C,2015-01-11 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,,Black,M,24,7th Street Rd / Wathen Ln Shively KY ,1199455.25,263272.25,-85.78480732,38.21286626,,LOJIC
80-17-013773,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-3at,380C,2017-02-17 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,40215,Black,M,19,7th Street Rd / Wathen Ln Shively KY 40215,1199455.25,263272.25,-85.78480732,38.21286626,,LOJIC
80-17-013773,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-3at,380C,2017-02-17 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,40215,Black,M,19,7th Street Rd / Wathen Ln Shively KY 40215,1199455.25,263272.25,-85.78480732,38.21286626,,LOJIC
80-14-053442,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 22/22c (4,40C,2014-07-19 00:00:00+00,INTERSECTION,7th Street Rd / Wathen Ln,Shively,KY,,White,M,32,7th Street Rd / Wathen Ln Shively KY ,1199455.25,263272.25,-85.78480732,38.21286626,,LOJIC
80-14-005015,Aggravated Assault,"Pistol, Semi-automatic                                 ",Jimenez Arms,,22C,2014-01-21 00:00:00+00,INTERSECTION,841 / Stonestreet Rd,Louisville,KY,40272,White,M,19,841 / Stonestreet Rd Louisville KY 40272,,,,,,
80-10-028718,Wpns Law Violation,"Pistol, Revolver                                       ",Rg Industries,Mod 31,38C,2010-04-21 00:00:00+00,INTERSECTION,Accomack Dr / Westport Rd,Louisville,KY,40241,Black,M,17,Accomack Dr / Westport Rd Louisville KY 40241,1270599.125,293977.125,-85.53871503,38.30016645,,LOJIC
80-16-023188,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 21/21c (4,45C,2016-03-19 00:00:00+00,INTERSECTION,Action Ave / Bardstown Rd,Louisville,KY,40218,Black,M,19,Action Ave / Bardstown Rd Louisville KY 40218,1238241.375,255551.0475,-85.64942209,38.19336283,,LOJIC
80-12-011953,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus International,Pt738,380C,2012-02-14 00:00:00+00,INTERSECTION,Adams Run Rd / Long Rifle Ln,Louisville,KY,40228,White,M,23,Adams Run Rd / Long Rifle Ln Louisville KY 40228,1250508,227523.9538,-85.60531007,38.11691191,,LOJIC
80-12-010138,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,38C,2012-02-07 00:00:00+00,INTERSECTION,Afterglow Dr / Outer Loop,Louisville,KY,40214,White,M,26,Afterglow Dr / Outer Loop Louisville KY 40214,1197321.25,232019.375,-85.79041443,38.12695918,,LOJIC
80-16-083439,Narcotics,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2016-09-29 00:00:00+00,INTERSECTION,Afterglow Dr / Outer Loop,Louisville,KY,40214,Black,M,21,Afterglow Dr / Outer Loop Louisville KY 40214,1197321.25,232019.375,-85.79041443,38.12695918,,LOJIC
80-14-002710,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Interamrs,,9MM,2014-01-12 00:00:00+00,INTERSECTION,Ailanthus Trl / Balaton Dr,Louisville,KY,40219,Black,M,25,Ailanthus Trl / Balaton Dr Louisville KY 40219,1231056.25,247650.375,-85.67399473,38.17136754,,LOJIC
80-11-026104,Aggravated Assault,"Rifle, Single-shot                                     ",Savage Arms Inc,,243C,2011-04-09 00:00:00+00,INTERSECTION,Alameter Dr / St Andrews Church Rd,Louisville,KY,40258,White,M,20,Alameter Dr / St Andrews Church Rd Louisville KY 40258,,,,,,
80-11-026104,Aggravated Assault,"Rifle, Single-shot                                     ",Savage Arms Inc,,243C,2011-04-09 00:00:00+00,INTERSECTION,Alameter Dr / St Andrews Church Rd,Louisville,KY,40258,White,M,20,Alameter Dr / St Andrews Church Rd Louisville KY 40258,,,,,,
80-16-027141,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,M9-22,22C,2016-04-01 00:00:00+00,INTERSECTION,Alanadale Dr / Appollo Ln,Louisville,KY,40272,Black,M,25,Alanadale Dr / Appollo Ln Louisville KY 40272,1175199.25,226178.0313,-85.86694933,38.10987983,,LOJIC
80-14-069100,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2014-09-11 00:00:00+00,INTERSECTION,Alanadale Dr / Dixie Hwy,Louisville,KY,40272,White,M,43,Alanadale Dr / Dixie Hwy Louisville KY 40272,1175576.75,225966,-85.8656246,38.10931587,,LOJIC
80-10-072504,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Davis Industrie,P-380,308C,2010-09-15 00:00:00+00,INTERSECTION,Alanadale Dr / Donerail Way,Louisville,KY,40272,White,M,19,Alanadale Dr / Donerail Way Louisville KY 40272,1174270.25,226664.25,-85.8702073,38.11116997,,LOJIC
80-10-028714,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,32C,2010-04-21 00:00:00+00,INTERSECTION,Alfresco Pl / Bardstown Rd,Louisville,KY,40205,White,M,24,Alfresco Pl / Bardstown Rd Louisville KY 40205,1224515.75,267791.375,-85.69784395,38.22638841,,LOJIC
80-13-002426,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,,9MM,2013-01-10 00:00:00+00,INTERSECTION,Algonquin Pky / Beech St,Louisville,KY,40210,Black,M,23,Algonquin Pky / Beech St Louisville KY 40210,1193659.874,267448.75,-85.80522029,38.22406644,,LOJIC
80-14-098078,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Phoenix Arms Co.,Hp Models,25C,2014-12-21 00:00:00+00,INTERSECTION,Algonquin Pky / Cane Run Rd,Louisville,KY,40211,Black,F,49,Algonquin Pky / Cane Run Rd Louisville KY 40211,1192484.25,267590.3125,-85.80932036,38.22440053,,LOJIC
80-13-061241,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Lorcin Engineer,L-380,380C,2013-08-14 00:00:00+00,INTERSECTION,Algonquin Pky / Cane Run Rd,Louisville,KY,40211,Black,M,14,Algonquin Pky / Cane Run Rd Louisville KY 40211,1192484.25,267590.3125,-85.80932036,38.22440053,,LOJIC
80-15-084176,Narcotics,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2015-10-18 00:00:00+00,INTERSECTION,Algonquin Pky / Cane Run Rd,Louisville,KY,40211,Black,M,31,Algonquin Pky / Cane Run Rd Louisville KY 40211,1192484.25,267590.3125,-85.80932036,38.22440053,,LOJIC
80-15-084176,Narcotics,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2015-10-18 00:00:00+00,INTERSECTION,Algonquin Pky / Cane Run Rd,Louisville,KY,40211,Black,M,31,Algonquin Pky / Cane Run Rd Louisville KY 40211,1192484.25,267590.3125,-85.80932036,38.22440053,,LOJIC
80-16-032384,All Other Offenses,"Pistol, Semi-automatic                                 ","Skyy Industries, Llc                                   ",None,9MM,2016-04-19 00:00:00+00,INTERSECTION,Algonquin Pky / Cane Run Rd,Louisville,KY,40211,Null,,NULL,Algonquin Pky / Cane Run Rd Louisville KY 40211,1192484.25,267590.3125,-85.80932036,38.22440053,,LOJIC
80-12-057985,Wpns Law Violation,"Pistol, Revolver                                       ",,,22C,2012-07-21 00:00:00+00,INTERSECTION,Algonquin Pky / Colorado Ave,Louisville,KY,40208,Black,M,20,Algonquin Pky / Colorado Ave Louisville KY 40208,1202913.875,263573.125,-85.77278877,38.21384999,,LOJIC
80-12-074112,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Handguns: Lcp S,380C,2012-09-16 00:00:00+00,INTERSECTION,Algonquin Pky / Colorado Ave,Louisville,KY,40208,White,M,26,Algonquin Pky / Colorado Ave Louisville KY 40208,1202913.875,263573.125,-85.77278877,38.21384999,,LOJIC
80-17-005140,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Sr22,22C,2017-01-18 00:00:00+00,INTERSECTION,Algonquin Pky / Cypress St,Louisville,KY,40210,Black,M,19,Algonquin Pky / Cypress St Louisville KY 40210,1195107.375,267294.125,-85.80017324,38.2237089,,LOJIC
